figure,panel,coordinate_name,coordinate_value,paper_digitized_mv,model_display_mv,residual_mv,display_note
Fig6,a_waveform,time_ms,0.05,-2.6387777749459935e-32,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0825,8.401806871509943e-07,0.006762955516622598,0.006762115335935447,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08275,9.599304182480931e-07,0.014902936714010762,0.014901976783592515,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.083,1.0567165598328377e-06,0.01775236486407579,0.017751308147515958,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08325,1.1069496349654712e-06,0.017759339509561458,0.017758232559926493,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0835,1.0777553642364555e-06,0.015105138931928656,0.01510406117656442,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08375,9.248380763944313e-07,0.006282502747340906,0.006281577909264512,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.084,5.90222244904378e-07,-0.009386618041278227,-0.009387208263523131,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08425,-3.386538882868416e-20,-0.025487103458360225,-0.025487103458360225,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0845,-9.377300507540549e-07,-0.03380107752798379,-0.03380013979793303,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08475,-2.334480346294582e-06,-0.03189107074599066,-0.03188873626564436,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.085,-4.322221044366473e-06,-0.022889136893628897,-0.02288481467258453,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08525,-7.053049014625811e-06,-0.009917752228710337,-0.009910699179695712,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0855,-1.0697192570246483e-05,0.005611331274980665,0.0056220284675509114,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08575,-1.5438791945118357e-05,0.021338852797393892,0.02135429158933901,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08600000000000001,-2.1468836836826155e-05,0.03411687788255709,0.03413834671939391,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08625,-2.897460863501941e-05,0.04345291044438517,0.04348188505302019,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0865,-3.812497817457557e-05,0.0507899235929572,0.050828048571131774,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08675,-4.905096316229489e-05,0.05381677095316874,0.05386582191633103,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.087,-6.182106653163856e-05,0.04552438783988816,0.045586208906419796,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08725,-7.64111111451087e-05,0.02234117099644127,0.02241758210758638,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0875,-9.266856903832861e-05,-0.009080373770075619,-0.00898770520103729,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08775,-0.00011027176308788197,-0.03665662696225758,-0.0365463551991697,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.088,-0.00012868479890427978,-0.05297772669823844,-0.05284904189933416,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08825,-0.0001471096613782451,-0.05748290787502354,-0.057335798213645296,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0885,-0.00016443757144105197,-0.050975522730281705,-0.050811085158840655,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08875,-0.00017920242171113742,-0.03414400099587322,-0.03396479857416208,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.089,-0.00018953986068431168,-0.012356439435603805,-0.012166899574919494,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08925,-0.000193156327665743,0.004274231603615531,0.004467387931281274,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0895,-0.00018731299642585093,0.009692286006564958,0.009879599002990808,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08975,-0.0001688300955708952,0.007441333136212271,0.007610163231783166,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09,-0.00013411736066696535,0.0038407114413590133,0.003974828802025978,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09025,-7.92363557935802e-05,-0.0008095039262054453,-0.000730267570411865,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0905,1.4934030041100098e-18,-0.0088706748963813,-0.008870674896381301,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09075,0.00010788622575423763,-0.015785898463060048,-0.015893784688814284,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.091,0.0002486382908421109,-0.011763284288521135,-0.012011922579363246,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09125,0.00042616167092712233,0.005278937503726971,0.004852775832799848,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0915,0.000643774749177193,0.024928710241678483,0.02428493549250129,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09175,0.0009038918565177306,0.03607080842125995,0.035166916564742225,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.092,0.0012076736695192792,0.03838212347833182,0.03717444980881254,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09225,0.0015546564094153562,0.037394606811368504,0.03583995040195315,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0925,0.0019423751274583322,0.0328529904828419,0.030910615355383565,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09275,0.002366000089132006,0.019676676791544754,0.017310676702412747,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.093,0.002818008610756442,-0.0007411003393301887,-0.0035591089500866305,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09325,0.0032879173561331672,-0.018211034753048104,-0.02149895210918127,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0935,0.003762101755369519,-0.024771110431547713,-0.028533212186917234,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09375,0.004223729558866472,-0.021963120142114812,-0.026186849700981285,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.094,0.004652834315397831,-0.014579236178970932,-0.019232070494368765,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09425,0.005026551551741873,-0.0036265884575495838,-0.008653140009291457,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0945,0.005319535504797365,0.009454174552766035,0.0041346390479686706,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09475,0.005504567396866241,0.01698516875270003,0.011480601355833788,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.095,0.005553357561016132,0.01130643823054237,0.005753080669526238,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09525,0.00543753346849369,-0.004893255958588804,-0.010330789427082494,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0955,0.005129794283104685,-0.021536562647120443,-0.026666356930225128,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09575,0.004605200508210613,-0.03358770865254042,-0.038192909160751035,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.096,0.0038425552638236466,-0.042703744299918064,-0.04654629956374171,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09625,0.00282582249162985,-0.0461061569351079,-0.04893197942673776,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0965,0.0015455177456348524,-0.03412867648014905,-0.035674194225783905,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09675,-5.495514250216127e-17,-0.004798952764685763,-0.004798952764685708,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.097,-0.0018034111454553355,0.026761749882601084,0.02856516102805642,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09725,-0.0038475687103480274,0.042071957522104485,0.04591952623245251,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0975,-0.00610495380965194,0.03815623539004869,0.04426118919970063,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09775,-0.008537516527707397,0.024412320215931933,0.03294983674363933,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.098,-0.011096952220554384,0.005460502831308803,0.016557455051863186,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09825,-0.013725445933200672,-0.019740589080142812,-0.00601514314694214,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0985,-0.0163568966910342,-0.04164329849707246,-0.02528640180603826,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09875,-0.018918609828803574,-0.03913798650663933,-0.020219376677835754,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.099,-0.021333420428565997,-0.004607517802926548,0.01672590262563945,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09925,-0.023522185695922404,0.03964252785663725,0.06316471355255965,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0995,-0.025406559273926654,0.061786096816460655,0.08719265609038732,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.09975,-0.0269119138517244,0.05286342979970156,0.07977534365142595,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1,-0.027969779912418207,0.02940740300576014,0.05737718291817835,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10025,-0.028512734514364552,0.010056442737273756,0.03856917725163831,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1005,-0.02839531286175209,0.003201306106032123,0.031596618967784214,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10075,-0.026811618963606565,0.012913586869643508,0.03972520583325007,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.101,-0.019468058258005228,0.03629938876189692,0.05576744701990215,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10125,0.009946860400945098,0.051415983832980156,0.04146912343203506,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1015,0.10181368931332982,0.031037919778767797,-0.07077576953456202,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10175000000000001,0.31021430676427353,-0.017589359254766877,-0.32780366601904043,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10200000000000001,0.6337730442391356,-0.04772029838685229,-0.6814933426259879,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10225000000000001,0.9155287595415621,-0.03162643313278628,-0.9471551926743483,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10250000000000001,0.7698117740301262,-0.00779723697443758,-0.7776090110045638,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10275000000000001,-0.20383176448734155,-0.03425485126593814,0.16957691322140342,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10300000000000001,-1.2376006739317493,-0.10166587435684805,1.1359347995749012,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10325000000000001,-0.8448961073417508,-0.14319373443798264,0.7017023729037681,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10350000000000001,0.2609924608972713,-0.14616774801224572,-0.407160208909517,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10375000000000001,0.7603950161736517,-0.19101231995014448,-0.9514073361237961,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10400000000000001,0.7052669204582516,-0.3133289695719071,-1.0185958900301586,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10425000000000001,0.46580977325044254,-0.361798770809821,-0.8276085440602635,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10450000000000001,0.24169492105118281,-0.10614596453512341,-0.3478408855863062,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10475000000000001,0.10703115837165467,0.45689424165927683,0.34986308328762217,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10500000000000001,0.050196247889177675,0.9742400052407825,0.9240437573516048,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10525000000000001,0.033047683891724494,1.0170152859987773,0.9839676021070528,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10550000000000001,0.029373405905789872,0.5091832445497729,0.4798098386439831,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10575000000000001,0.028631206266039128,-0.17936094725734245,-0.20799215352338157,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10600000000000001,0.027980844396080118,-0.5893472711877393,-0.6173281155838195,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10625000000000001,0.026912709029096715,-0.5779395162691708,-0.6048522252982675,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10650000000000001,0.0254066031594245,-0.351366413375346,-0.3767730165347705,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10675000000000001,0.02352218755240409,-0.16747569864061365,-0.19099788619301775,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10700000000000001,0.021333420488669066,-0.09612042696430619,-0.11745384745297525,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10725000000000001,0.018918609830290676,-0.061532684418267675,-0.08045129424855835,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10750000000000001,0.016356896691062023,-0.012542754544636155,-0.028899651235698178,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10775000000000001,0.013725445933200783,0.02497233249794283,0.011246886564742046,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10800000000000001,0.011096952220554101,0.026893945717115897,0.015796993496561794,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10825000000000001,0.008537516527707118,0.019939429141937554,0.011401912614230436,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10850000000000001,0.006104953809651681,0.03472095230675156,0.02861599849709988,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10875000000000001,0.0038475687103477906,0.05783717910014726,0.05398961038979947,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10900000000000001,0.0018034111454551243,0.059777713336290006,0.05797430219083488,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10925000000000001,-1.2870725561777911e-16,0.043932346925337734,0.043932346925337866,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10950000000000001,-0.0015455177456350122,0.03725666041473174,0.038802178160366754,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.10975000000000001,-0.002825822491629981,0.04525095538578378,0.04807677787741376,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11,-0.003842555263823697,0.04647302437017067,0.05031557963399436,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11025,-0.00460520050821065,0.03031072716636021,0.03491592767457086,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1105,-0.005129794283104708,0.013448830113728584,0.01857862439683329,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11075,-0.0054375334684937,0.011429086697703855,0.016866620166197555,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.111,-0.005553357561016133,0.014970473233980024,0.02052383079499616,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11125,-0.0055045673968662345,0.007800619417266844,0.013305186814133079,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1115,-0.00531953550479735,-0.006591186672533421,-0.001271651167736071,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11175,-0.005026551551741853,-0.012479731944601257,-0.007453180392859404,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.112,-0.004652834315397811,-0.008190758332458276,-0.0035379240170604646,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11225,-0.004223729558866448,-0.007468286910414769,-0.003244557351548321,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1125,-0.003762101755369497,-0.016189716642181044,-0.012427614886811548,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11275,-0.0032879173561331408,-0.023904849158402876,-0.020616931802269735,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.113,-0.002818008610756415,-0.022191053610739964,-0.01937304499998355,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11325,-0.002366000089131982,-0.017793087477474573,-0.015427087388342592,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1135,-0.0019423751274583096,-0.019945753071932214,-0.018003377944473903,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11375,-0.001554656409415336,-0.024809455042697725,-0.02325479863328239,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.114,-0.0012076736695192608,-0.022613288475075547,-0.021405614805556285,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11425,-0.0009038918565177146,-0.014017466004272863,-0.013113574147755148,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1145,-0.0006437747491771794,-0.008215831873676515,-0.007572057124499335,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11475,-0.0004261616709271113,-0.00730558082484963,-0.006879419153922519,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.115,-0.0002486382908421028,-0.00374266910798644,-0.003494030817144337,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11525,-0.00010788622575423142,0.005725479594181305,0.005833365819935536,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.1155,3.756356562531518e-18,0.01391965334808396,0.013919653348083956,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.11575,7.923635579358395e-05,0.01496078338054478,0.014881547024751196,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
