time_us,pressure_kpa,frequency_mhz,spectrum_mpa,source
3.0330000000000004,25.68800030826499,0.8425,0.30440009326847567,visual_digitization_fig4
3.0420000000000003,25.316839984191965,0.845,0.2954912940406168,visual_digitization_fig4
3.051,24.9271706257228,0.8475,0.28669592269463734,visual_digitization_fig4
3.0600000000000005,24.519884376218997,0.85,0.27801419240582426,visual_digitization_fig4
3.0690000000000004,24.09588983417894,0.8525,0.26944635106178044,visual_digitization_fig4
3.0780000000000003,23.656110672649035,0.855,0.2609926946103418,visual_digitization_fig4
3.087,23.20148416794448,0.8575,0.2526535806711456,visual_digitization_fig4
3.0960000000000005,22.73295964032053,0.86,0.24442944228802763,visual_digitization_fig4
3.1050000000000004,22.251496810195512,0.8625,0.2363208016743909,visual_digitization_fig4
3.1140000000000003,21.75806407446045,0.865,0.22832828377687608,visual_digitization_fig4
3.123,21.2536367083122,0.8675,0.22045262945439448,visual_digitization_fig4
3.1320000000000006,20.73919499890289,0.87,0.2126947080405478,visual_digitization_fig4
3.1410000000000005,20.215722317903055,0.8725,0.20505552902835192,visual_digitization_fig4
3.1500000000000004,19.684203140818404,0.875,0.197536252588081,visual_digitization_fig4
3.1590000000000003,19.14562102157435,0.8775000000000001,0.19013819860309808,visual_digitization_fig4
3.168,18.600956531480193,0.88,0.18286285388624424,visual_digitization_fig4
3.1770000000000005,18.05118517220074,0.8825000000000001,0.17571187722228185,visual_digitization_fig4
3.1860000000000004,17.4972752727929,0.885,0.16868710187192776,visual_digitization_fig4
3.1950000000000003,16.940185881202076,0.8875000000000001,0.16179053517199912,visual_digitization_fig4
3.204,16.380864660857895,0.89,0.15502435487619276,visual_digitization_fig4
3.2130000000000005,15.82024580315652,0.8925000000000001,0.1483909019038423,visual_digitization_fig4
3.2220000000000004,15.259247966667537,0.895,0.14189266920143512,visual_digitization_fig4
3.2310000000000003,14.698772253857765,0.8975,0.13553228647503202,visual_digitization_fig4
3.24,14.13970023598277,0.9,0.1293125006219404,visual_digitization_fig4
3.2490000000000006,13.582892036561871,0.9025,0.1232361517771959,visual_digitization_fig4
3.2580000000000005,13.02918448352686,0.905,0.1173061449939852,visual_digitization_fig4
3.2670000000000003,12.479389339723319,0.9075,0.11152541769547694,visual_digitization_fig4
3.2760000000000002,11.934291620951104,0.91,0.10589690316586615,visual_digitization_fig4
3.2850000000000006,11.394648010161381,0.9125,0.10042349048701807,visual_digitization_fig4
3.2940000000000005,10.86118537579161,0.915,0.09510798146893201,visual_digitization_fig4
3.3030000000000004,10.334599401519025,0.9175,0.0899530452615253,visual_digitization_fig4
3.3120000000000003,9.815553333961443,0.92,0.08496117146530709,visual_digitization_fig4
3.321,9.304676854052197,0.9225,0.08013462267241157,visual_digitization_fig4
3.3300000000000005,8.802565076979352,0.925,0.07547538746013056,visual_digitization_fig4
3.3390000000000004,8.309777684710761,0.9275,0.07098513492006286,visual_digitization_fig4
3.3480000000000003,7.826838194238116,0.93,0.06666517183166293,visual_digitization_fig4
3.357,7.354233363772808,0.9325,0.06251640357530418,visual_digitization_fig4
3.3660000000000005,6.892412738220993,0.935,0.05853929982470894,visual_digitization_fig4
3.3750000000000004,6.441788334366686,0.9375,0.054733865961792486,visual_digitization_fig4
3.3840000000000003,6.002734465303521,0.9400000000000001,0.05109962102093015,visual_digitization_fig4
3.3930000000000002,5.575587702791312,0.9425,0.0476355827991499,visual_digitization_fig4
3.4020000000000006,5.160646975373706,0.9450000000000001,0.04434026057057992,visual_digitization_fig4
3.4110000000000005,4.7581737992913835,0.9475,0.041211655626305486,visual_digitization_fig4
3.4200000000000004,4.368392638461967,0.9500000000000001,0.03824726963440146,visual_digitization_fig4
3.4290000000000003,3.9914913890833157,0.9525,0.035444120589746,visual_digitization_fig4
3.4380000000000006,3.6276219837530306,0.9550000000000001,0.032798765909535586,visual_digitization_fig4
3.4470000000000005,3.2769011093895393,0.9575,0.03030733203770955,visual_digitization_fig4
3.4560000000000004,2.939411032692773,0.96,0.027965549757779647,visual_digitization_fig4
3.4650000000000003,2.6152005263975417,0.9625,0.025768794285042564,visual_digitization_fig4
3.474,2.304285889152582,0.965,0.02371212911976312,visual_digitization_fig4
3.4830000000000005,2.006652051504253,0.9675,0.02179035259430727,visual_digitization_fig4
3.4920000000000004,1.7222537601775005,0.97,0.0199980460387344,visual_digitization_fig4
3.5010000000000003,1.4510168326262158,0.9725,0.018329622518332415,visual_digitization_fig4
3.5100000000000002,1.192839473672313,0.975,0.016779375158632016,visual_digitization_fig4
3.5190000000000006,0.9475936459641359,0.9775,0.015341524162900272,visual_digitization_fig4
3.5280000000000005,0.7151264859598507,0.98,0.014010261737584188,visual_digitization_fig4
3.5370000000000004,0.4952617571773512,0.9825,0.012779794265898136,visual_digitization_fig4
3.5460000000000003,0.2878013325461275,0.985,0.011644381202132275,visual_digitization_fig4
3.5550000000000006,0.0925266978450816,0.9875,0.010598370293166317,visual_digitization_fig4
3.5640000000000005,-0.09079953159000587,0.99,0.009636228863761661,visual_digitization_fig4
3.5730000000000004,-0.262432088459279,0.9925,0.008752571024049586,visual_digitization_fig4
3.5820000000000003,-0.4226415326717612,0.995,0.007942180767872281,visual_digitization_fig4
3.5910000000000006,-0.5717127390513068,0.9975,0.007200031026927072,visual_digitization_fig4
3.6,-0.7099434001662701,1.0,0.006521298826679844,visual_digitization_fig4
